Date,Text,Username,Location
2018-12-26 05:42:06,"@GiwaMoore @MBuhari @atiku @iamhistory_ @OpeyemiDuke @DeleMomodu @royaltyuso @SKSolaKuti @benmurraybruce @renoomokri @OlayinkaLere @officialKolaO @PeterObi @thecableng @Curtis46740850 @BraveNigerian @JustusOGD @enoidem1964 Sir it's fixed already by BON, right from the time period of the Vice Presidential own then. Get your Buhari ready please. Thank you sir.",ItopaLucky,
2018-12-26 05:39:58,@jeffphilips1 Where do we get these people from sef ? Buhari should release Deji ? Na him be court wey put am there ? Bukola have u not heard that there is separation of powers ? Yet u be Senate President ? SMH,EKKYCADOUGH,Nigeria
2018-12-26 05:39:57,"@renoomokri @Alaminusmann Imagine, you call yourself a man of God and you are not tolerant. What has he said wrong by saying he gained something meaningful from you today, when you are always busy against Buhari and other prominent ppl.",Folorunsho001,"Ilorin, Nigeria"
2018-12-26 05:38:46,"@nafeezi And this is why he never allowed the cabal to ve their way. For me I feel Buhari is just clueless on what leadership is all about, he was never prep. 4 this, he is taking aback now with challenges that comes with leadership without any solution from his end, it is all about him😢",ummita71,
2018-12-26 05:38:36,@npower_ng Same to you Dear Npower. Buhari you help a lot of our youths with this programme. Thanks a lot Mr President and our dear VP. We are forever indebted to you. Please help us address this our country's economy very well in 2019 so every citizen can benefit from your government.,kolawole_mike,Nigeria
2018-12-26 05:38:31,@Laurestar Is this part of your job as Buhari's SA on Social Media? Who supervises this terrible job you do in the name of propagating your Principal?,AlvinHustle,"Lagos, Nigeria"
2018-12-26 05:37:17,"One day maybe reputation will matter, but for now though if you like drag people from here to Jericho it doesn’t change much. Majority of people don’t do research or think. If we did as a people? Buhari would never have become President.",amarachii02,"Enugu, Nigeria"
2018-12-26 05:37:08,"@AttahirBabaji @aykay_umr @MOHD_Ks @omonlakiki @atiku He is not doing it for any reward. He wants to help the girl who knows where her help came from. 
What stopped buhari from using FG money to help her?
He never cared or cares. 

The girl is grateful even if u are not. God sees her heart",zege123,"Lagos, Nigeria"
2018-12-26 05:36:52,@officialKolaO @MBuhari Deceptive politics. Buhari will not win except PDP betrays themselves,AwoWhiskeys,
2018-12-26 05:35:29,"@Adomalik4 @Hailfinger1 @voteandstay @MBuhari @OfficialPDPNig @renoomokri @officialKolaO @benmurraybruce @realFFK @john_danfulani @YemieFASH @USEmbassyAbuja @UKinNigeria @EmmanuelMacron Yes ,for Buhari's double hands,one is for Book haram ,the other is for Fulani herdsmen",ugostine,"Federal Capital Territory, Nig"
2018-12-26 05:34:31,"You see, when they prosecute this @DAMIADENUGA for defamation now, he'll say they are persecuting him for standing against tyranny.

Sega and the other Atiku/Saraki - paid influencers will come to twitter and create another hashtag, saying Buhari did it...

 #FreeDejiAdeyanjuNOW",BabatundeBeacon,Lagos/Abuja Nigeria
2018-12-26 05:34:05,@legitngnews @MBuhari @bukolasaraki The whole government including senators and Representatives failed not only Buhari alone,Talatuaabubakar,KSA
2018-12-26 05:33:58,"@adeyanjudeji @aligthebaptist We shall ensure with our votes and those we can convince that Buhari leaves that office in 2019, what can we do to help Deji?",AlvinHustle,"Lagos, Nigeria"
2018-12-26 05:33:03,@MobilePunch Is Saraki not a part of Buhari Government? He should close his buccal cavity there.,Abayomi54819957,"Federal Capital Territory, Nig"
2018-12-26 05:32:10,"I'll Continue as Baba go slow until I retrieve all stolen money - Buhari  

Comments: Over to you EFCC  @officialEFCC 
@ICPC_PE 

CC; @BashirAhmaad @Johannxs @Laurestar @Mr_JAGs @BuhariCentre @JackObinyan @ogundamisi @Ediong @APCNigeria",Dannyyweb,Uyo Nigeria
2018-12-26 05:31:32,@TJAdethink @AHayatu @osita_chidoka Does that justify the act? Should Jonathan have jailed Buhari when he said the baboons will be soaked in blood? Or you remember how much more Jonathan and his wife were taunted?,SaintJamesAfric,Lagos
2018-12-26 05:31:31,"If you are seeing this right now and You're a university student,and you intend to vote for Buhari, while ASUU is on strike.N50 billion was approved for cattle ranching in Kaduna alone,yet you are undeterred, Buhari has ur vote?
I'm here to tell you that YOU ARE STUPIDIOUSLY MAD.",Iam_KingBuchi,Nigeria
2018-12-26 05:31:28,"@emmaikumeh @amourab @DrCOmole @CTVpolitics @channelstv I suspect @seunokin to be APC cuz @channelstv is only one side politics, Nigerians should start boycotting channels TV if the fail to bring Sowore and Buhari to debate",nature_222,Germany. London. Lagos
2018-12-26 05:31:24,"There is serious mass disaffection with Buhari&amp;that gives Atiku a good opportunity to oust him.But for some reason,his campaign hasn't really caught on.Still enough time in the race but at this time in 2015, APC had already whipped Nigerians into a real frenzy.Hasn't happened now",biolakazeem,
2018-12-26 05:30:27,@AHayatu @osita_chidoka You're happy? Should Jonathan have jailed Buhari when he said the baboons will be soaked in blood? Or you remember how much more Jonathan and his wife were taunted?,SaintJamesAfric,Lagos
2018-12-26 05:29:27,"Deji Adeyanju is not deterred. The wicked, tyrannical and dictatorial buhari govt just succeeded in making him a king. All are hailing the King !!!!. Buhari and APC can go and hug transformer and die",georgeagbasi,port harcourt
2018-12-26 05:29:06,@ForgetLets @osita_chidoka Should Jonathan have jailed Buhari when he said the baboons will be soaked in blood? Or you remember how much more Jonathan and his wife were taunted?,SaintJamesAfric,Lagos
2018-12-26 05:28:40,@adamugarba @MBuhari Why should anyone have problems with Buhari singing songs. He has always wished Christians merry Christmas over the years. That he sings this year should not be a subject for discussion sef. Don't let ur hatred for a person drive you from justful thinking,Sijax07,"Lagos, Nigeria"
2018-12-26 05:27:22,@Buhari_Ghandi Amin ..... O to geeeee,demolala1,Nigeria
2018-12-26 05:27:09,@osita_chidoka God help Nigeria and Nigerians! Truly Jonathan should have jailed Buhari when he said the baboons will be soaked in blood. This is the height of wickedness and tyranny and Nigerians have chosen to embrace it! It's a pity,SaintJamesAfric,Lagos
2018-12-26 05:26:03,"@i_shaibu @AishaYesufu Even as a Tyrant, Buhari is better than most of you his supporters, look at how you to shut down a lady who has her freedom of speech.",AlvinHustle,"Lagos, Nigeria"
2018-12-26 05:25:42,"When we say Buhari has failed, we are actually being mild with our words. 

BUHARI HAS DESTROYED PEOPLE'S LIVES AND LIVELIHOOD!!!",henryshield,"Abuja, Nigeria"
2018-12-26 05:25:04,"@GistReel This life funny ooo, old buhari of 2017is now young in 2018, wonders shall never end.",ElijahKenny,Lagos
2018-12-26 05:25:02,"@Buhari_Ghandi Wow........so, they killed 33 for N7m? How many people will be massacre for N100m. As callous and insensitive as Saraki is, he wouldn't say such thing, regardless, it's over for him and his family in Kwara. O to ge",tundeku2,"London, England"
2018-12-26 05:24:20,"Be careful in life 
Trump is 70
Hillage is 69
Obama is 55
70+69+55=194

Now if you obeserve well you will see that:
Buhari is 75
Good luck is 59
APC 3 letters
RDP 3 letters
Therefore 3+3+59+75=140

Now finally
USA is 3 letters And Nigeria 7 letters
3+7=10",mpho_Kwakwa018,earth
2018-12-26 05:22:14,"President Buhari admitted he failed. We should not reinforce failure, we should vote out failure,Buhari lacks the capacity to lead",edehmaywillis,Nigeria
2018-12-26 05:20:35,@GistReel When your government started hating on your success. Only in buhari era. Enemy of progress.,danny8790,"Port Harcourt, Nigeria"
2018-12-26 05:19:52,"I'm always disappointed with bright Professors and Dr(s) who speak well of Atiku and Buhari and other politicians who has ruined us with their aged ideologies. They've failed us and we refuse to move past them. We have other options but people shout ""what option do we have?""",Larry_Beryl,"Otta, Nigeria"
2018-12-26 05:19:39,"@thecableng @MBuhari Blame everything, everyone else but yourself. The story of Buhari's 4yrs in office. 

Here I am thinking the 1st quality of a leader is taking responsibility.",MFran6is,Nigeria
2018-12-26 05:19:37,@atiku Buhari xmas gift I pity those still talking about pmb they failure. #LetsGetNigeriaWorkingAgain,BiggestBrod,"Lagos, Nigeria"
2018-12-26 05:17:45,@DeleMomodu Yes HE was powerful then but he ended up destroying the country while oshinbajo is loyal VP to buhari,Sob4century,Lagos
2018-12-26 05:17:26,@HNNAfrica Buhari and what,darian95232539,"Port Harcourt, Nigeria"
2018-12-26 05:14:58,"Now:
President Buhari is accused of Nepotism and some other things.

From the look of things and my observations, Atiku Abubakar has better chance to emerge. Because he has all it takes to take over the mantle of leadership.
Continue....",VincentAnyah,"Lagos, Nigeria"
2018-12-26 05:14:34,"@MaziNnamdiKanu @AsoRock @radiobiafralive @PunchlineAfric @NGRSenate @TimesofIsrael @FoxNews @AFP @MobilePunch @vanguardngrnews @DailyPostNGR @Amaka_Ekwo If Jubrin likes let him be wearing Buhari's cloths will still not make him to be Buhari. With a close look,  you will notice and see that the difference is too much unless the blind will not be able to differentiate the two of them. My Supreme Leader is saying the truth.",AChilakpu,I Live In Aba  Abia State. 
2018-12-26 05:13:43,"2) Total Reconstruction of Enugu-Onitsha-Delta-Edo-Lagos express Road

3) Reconstruction of Enugu - Port Harcourt express way.

These I mentioned to some political juggernauts and his votes in 2015 was actually divided, and he lost to President Buhari.

Now:
Continue...",VincentAnyah,"Lagos, Nigeria"
2018-12-26 05:13:06,@Babsake @goksol1914 @abdulussy @AishaYesufu You need to restore your hope because Buhari is on the throne.Insga Allah and  Nigeria will succeed her challenges.We are on point,yusuffAzeez16,
2018-12-26 05:08:32,"@PremiumTimesng @zinadabo1 Buhari is disconnected from reality, being aloof to everything happening under his nose, while blaming everyone else for his crass incompetence",ehiokupa,Nigeria
2018-12-26 05:08:17,@basharIbrahim92 @channelstv I need not reinforce failure..Buhari and his cabinet that he took over Six month to pick are a disaster,goksol1914,
2018-12-26 05:05:41,"@Da_Efficient @renoomokri @MBuhari Farouq 😂 you're replying @renoomokri with analysis 😂😂😂. Are you new here? he's 'anti-buhari' and already paid for all he's doing jawe, leave him.",horbha_aluko,Somewhere in Nigeria 
2018-12-26 05:04:54,"What does Reno offer Atiku?

What do Lauretta, Femi Adesina and Garba Shehu offer Buhari?

Why keep such incompetence around you?",Clarenceonyeks,Nigeria
2018-12-26 05:04:48,"@Klustas @henryshield Don't mind him, no need to relegate him to exile. I want him to enjoy an peaceful and prosperous Christmas with us in the next level. Sai Buhari!!!!",somasgreg,"lagos,nigeria"
2018-12-26 05:04:07,"@moyo54 @lukemonowolabi Oga mi, folks like this didn't see me pop I wine on LIVE @channelstv with @d0larpo of the @EcobankResearch celebrating crude oil touched $70pb and Buhari's budget 2018 price was $54pb.Now they're upset when I tweet that oil is $50pb below budget proposal of $60pb for 2019",BBoason,"Lagos, Nigeria"
2018-12-26 05:02:20,@united_roger @Money23Green It's like hoping Buhari does better and becomes better at understanding optics.,mcgboye,Maryland | Virginia | DC 
2018-12-26 05:00:39,I can't vote Gen. Muhammadu Buhari in 2019 but I respect him. I won't talk bad about him. He is my President.,sholadoye,"Abuja, Nigeria"
2018-12-26 04:59:26,"@OfficialPDPNig @ProfOsinbajo @MBuhari @UcheSecondus @GovWike @bukolasaraki @renoomokri @officialKolaO @atiku @akaebube @PeterObi @benmurraybruce @GovAyoFayose APC all d way..... 
No matter what,  APC 3 and half Years is better than PDP past 16years of Darkness.... Keep criticizing, Buhari Blood runs in my Vein",Babtunde23,kaduna
2018-12-26 04:49:57,Who are those people deceiving President Buhari that he is Baba go - slow? Haven't heard anyone called him that. Baba is a failure and a huge disappointment. Going slow is acceptable if you are going in the right direction.,Deeengr,Port Harcourt
2018-12-26 04:49:46,@InibeheEffiong Buhari will not fight corruption in the local govt councils in Akwa ibom state. Its our civic duty to rise up and tackle some of these menace. Like the flagrant criminal diversion of statutory federal allocation to councils by Gov. UGE in the past 3 yrs.,Nappdrr1,"Eket, Nigeria"
2018-12-26 04:43:55,"@cabman4lasgidi @Hybrid_Einstein @Papadonkee @YemieFASH @adeyanjudeji @akaebube @I_Am_Ilemona @bolanle_cole @Bhadoosky @OgbeniDipo @Stalyf @henryshield @Teesqua53389770 @MrBanksOmishore @MrFixNigeria True.
So what we need to be talking about is constitutional amendment, not anti-buhari rhetoric.....",BabatundeBeacon,Lagos/Abuja Nigeria
2018-12-26 04:42:27,"@4eyedmonk Senate should pass a motion asking the Executive (read: President Buhari) to effect the immediate release a citizen who has been granted bail by a High Court? 

You obviously didn't read this back to yourself between tweeting it. Anyways, merry Christmas to you",solomonapenja,
2018-12-26 04:42:19,"@MrStanleyNwabia If Buhari likes, let him sing Christmas carol with the tongue of angels,he is going back to Daura.",beni2z,Nigeria
2018-12-26 04:41:45,@adeyanjudeji @aligthebaptist He (Buhari) as failed this country #Buharimustgo,REALEJOR,Lagos Nigeria
2018-12-26 04:39:30,@Iconfisayo @iamokike @ogundamisi @atiku @voahausa But he lives in Nigeria 🇳🇬 &amp; have not been arrested by an anti corruption guru called Buhari that accused him of corruption. Can't you see giving a dog 🐶 a bad name doesn't make the dog 🐶 bad!,DjFrankwhyt,United Kingdom
2018-12-26 04:37:52,"Buhari is copy copy, because he got wind that Obama sang Xmas song he decided to do same. We need originality not sham #voteyourconscience
#voteoutbuhari #RememberDejiAdeyanju",BOkpe,
2018-12-26 04:35:05,"My next read wishlist??
 @bipin977 and buhari bringing the new gentleman home and his tweet!!",p_prateema,"तानसेन,पाल्पा"
2018-12-26 04:31:17,"Buharists admit that the people are more hungry now than before but they will tell you,Buhari is trying.
Guess what, they are also blaming the PDP for this!",waleolaN,Nigeria
2018-12-26 04:30:42,Buhari must be one of the most irresponsible President we have ever had. Man can blame anything. Waiting for when he will blame God. Imagine being irresponsible and having an entitlement mentality. Tueh #NeverAgain,ATOMTGOLD,
2018-12-26 04:26:56,@mrismaila @ogundamisi @atiku @voahausa Watch your tongue 👅 before thunder go fire 🔥 you front and back ! So you still want Buhari change till no issues I wish all your family member dead 💀 before you will wake up .... change and chain are they same ?,chimgaemezup,India 
2018-12-26 04:24:39,@farooqkperogi Since Nigerians needed @buhari to  commiserate with them when killing take place in the country;without actions taking so he his just playing by the gallery what else do the most gullible Nigerians need again hmmm?only a fool will cast his or her vote for @buhari....,kelvinfresh007,
2018-12-26 04:15:59,"@bukolasaraki @sammygyang ...Deji is not perturbed of staying in prison till after elections, inasmuch that Buhari will be retired to Daura next year.",andyorji,
2018-12-26 04:13:06,"Buhari and his followers are satisfied and at home with each other's mediocrity.

Wetin concern me? If he doesn't go next year, we try again in 2023. That time, I will be trying from Sweden or Denmark.",pikatboom,Nigeria
2018-12-26 04:11:35,"@xniyi In fact, I wish a government worse and more brutal than Abachas' + worse than Buhari happens to Naija soon and not an APC government. I need to see some of these peeps feel the pains many are feeling but I remember my humanity and I let it go.",heylagos,"Lagos, Nigeria"
2018-12-26 04:10:52,"@osita_chidoka APC and Buhari are the worst thing that ever happened to this country. Even worst than Baifra/Nigeria civil war. Kai Baba. 
#NeverAgain.",Obinnamani7,Nigeria
2018-12-26 04:10:48,"@Hailfinger1 @MBuhari @OfficialPDPNig @renoomokri @officialKolaO @benmurraybruce @realFFK @john_danfulani @YemieFASH @USEmbassyAbuja @UKinNigeria @EmmanuelMacron A week before Buhari gave that sign, Nnamdi Kanu showed a picture of Buhari's palm in 2016 and Buhari's pa
lm in 2018 but two of them didn't match. Kanu informed Nigerians to watch and see that Buhari would never again expose his palm. Buhari was not giving any sign.  Hiding",njokuceo,
2018-12-26 04:06:29,"@scarfizal But don't be so funny, Buhari is corrupt and incompetent",supapraise,Nigeria
2018-12-26 03:57:57,"@officialKolaO @MBuhari Buhari is a joke. Watching him sang Christmas Carol song left me with no choice but to agreed totally that he is an imposter.
Nollywood take note, next episode. My guys in nollywood don't have to stress their self over a move title bc titles of move ""dey rush them now"". Chai Baba",Obinnamani7,Nigeria
2018-12-26 03:55:06,@MrAyeDee @APCNigeria @MBuhari Who is sick between you and Buhari or is it both of you?,SteptosIlu,"Brooklyn, NY"
2018-12-26 03:52:32,"Due to the way buhari is handling herdsmen issue killing our farmers, $1billion insurgent funds that lead to soldier slaughtering &amp; violation of human right (rough handling of sincere citizen @DejiAdeyanju),he's losing my vote to other presidential candidate - #FreeDejiAdeyanju",Official_tisao,"Lagos, Nigeria"
2018-12-26 03:52:29,"Buhari is going to fight corruption after his reelection of course after he poisons the rats that ate away money in his office! 
You will be told anything to woo your vote and your brain just dies at the ballot box! 
#For2019",MissAntre,Bantu 
2018-12-26 03:42:11,@DeleMomodu Bod Dee did you listen to that archaic NTA reporter about how Buhari has neva sang 4 his Muslims aids before.. SMH,Adeyemi_2023,Nigeria
2018-12-26 03:38:26,"@bukolasaraki @adeyanjudeji It is called Double Standard, Buhari chooses when to obey court orders.
But let me reminds Buhari and all Buharists that @adeyanjudeji release is a national call not just a @bukolasaraki's call.
#FreeDejiAdeyanjuNOW!",Obinnamani7,Nigeria
2018-12-26 03:37:02,@akinalabi Is it not the same thing your Buhari is doing?,owasi77,
2018-12-26 03:30:19,@DeleMomodu Struggling?. No. Buhari/Osinbajo are fully in power and united with clear vission. We are very sure a significant milestone of infrastructure development will be recorded to their administration by the end of 2023,loccotof1,
2018-12-26 03:27:21,"@bukolasaraki What a country? All these Buharist self,  they always think with their tommy not with their brain. Now they asked, why should @bukolasaraki ask Buhari to direct the release of @adeyanjudeji. That Buhari is not justice minister nor Chief justice but was quick to forget Dasuki case",Obinnamani7,Nigeria
2018-12-26 03:27:07,"@Hailfinger1 @sammyonye3 @MBuhari @OfficialPDPNig @renoomokri @officialKolaO @benmurraybruce @realFFK @john_danfulani @YemieFASH @USEmbassyAbuja @UKinNigeria @EmmanuelMacron It is open secret that Buhari is an ISIS president, the leader of boko haram and fulani militia,  he sponsor boko haram via ransom payment, released those in jail and integrate them into the Army, No fulani herdsmen is on trial,  ethnic cleansing going on the security forces",feggeborn,
2018-12-26 03:26:31,"@AishaYesufu If they did nothing about Fake Buhari, they will do nothing about anything. Because they're mostly zombies and zoo animals. To protect the sanity of human dignity, Nigeria has to be destructured for referendum.",BiafrXit,
2018-12-26 03:25:07,@DrCOmole @CTVpolitics @channelstv I observed this also plus the fact that I think Segun deliberately introduced Odumakin as former Buhari spokes man to put him in a difficult situation in the interview. Before now Afenifere was the only way he is indentified on Channels,Unyime_EssieniK,"Lagos, Nigeria"
2018-12-26 03:24:20,"@renoomokri @MBuhari @renoomokri  So he is now Buhari not Jubri from Sudan? And you, I thought Christmas is a sin why discuss who sang on Christmas? I can conclude you guys in PDP are bunch of confused miscreants, seeking power by all means and using cheap and outdated  propaganda to achieve failure.",emmanuelorieji,ABIA STATE NIGERIA
2018-12-26 03:24:17,@okunlolafemi1 @omonlakiki @atiku Tell buhari the leader of herdsmen to do same.,OluwaropoAdesoj,"Ado Ekiti, Nigeria"
2018-12-26 03:21:19,"@adeyanjudeji @aligthebaptist Deji, one human being that has become a big masquerade for buhari and two others..",chundung4,Nigeria
2018-12-26 03:17:44,"@thecableng @MBuhari This Buhari of a man is a real shameless disgusting idiot who never take responsibility for anything but willing to take credit on something that happen even in Ghana, what a useless leader? will the system change itself, how can he proffer solutions if he takes no responsibility",feggeborn,
2018-12-26 03:13:48,@Raypower911 @femilawal007 @IBBabatunde560 @DeleMomodu Why must he be raining curses on every buhari’s supporter?forgetting the fact that we all have the freedom to join any party of our choice as well as supporting any candidate of our choice if you agree with me?must he bring personal hatred into public opinion?as a learned person,waremir,"Lagos, Nigeria"
2018-12-26 03:13:09,"@MrBanksOmishore We are already there.....

Decree 4 mode activated eva since General Mohammed Buhari become this country democratic president

Now using EFCC as WAI

If u know u know......",Mikepeter2657,"Accra, Ghana"
